id,sentence,shown_images,target
YjTSWX, Groups of skateboarders race each other down a forested road and are pulled by trolley cars back to the top.,"['YjTSWX_osv.jpg', 'YjTSWX_ded.jpg', 'YjTSWX_jaw.jpg', 'YjTSWX_dfl.jpg']","[4, 3, 2, 1]"
aKIQkD, They get into a raft and push it into a river.,"['aKIQkD_ouy.jpg', 'aKIQkD_nrw.jpg', 'aKIQkD_kon.jpg', 'aKIQkD_bno.jpg']","[2, 3, 1, 4]"
zjjnNR, A young man in black bounces a ball toward the cups but misses.,"['zjjnNR_pwg.jpg', 'zjjnNR_qde.jpg', 'zjjnNR_qol.jpg', 'zjjnNR_zgv.jpg']","[1, 2, 3, 4]"
kWISOY, Coffee beans are spilling on each other.,"['kWISOY_xcs.jpg', 'kWISOY_onf.jpg', 'kWISOY_hkd.jpg', 'kWISOY_kzc.jpg']","[1, 2, 4, 3]"
7xOVxq, A boy grabs the rope and goes in the water after the boat.,"['7xOVxq_jeh.jpg', '7xOVxq_lsy.jpg', '7xOVxq_eax.jpg', '7xOVxq_whi.jpg']","[4, 1, 3, 2]"
YDM0ii,  Next we see him outdoors as he walks across some grass towards a target.,"['YDM0ii_jft.jpg', 'YDM0ii_lnk.jpg', 'YDM0ii_mxn.jpg', 'YDM0ii_uvj.jpg']","[3, 1, 2, 4]"
D2bOam, He flips the bologna to fry it on both sides.,"['D2bOam_plg.jpg', 'D2bOam_ron.jpg', 'D2bOam_ikt.jpg', 'D2bOam_lue.jpg']","[4, 1, 2, 3]"
pw0PBy, The man takes off running down the block and then runs back to where he started.,"['pw0PBy_etb.jpg', 'pw0PBy_cmj.jpg', 'pw0PBy_qcb.jpg', 'pw0PBy_kzq.jpg']","[2, 4, 1, 3]"
4LUX8B, The man in the blue shirt misses the ball and walks away to talk to someone.,"['4LUX8B_lti.jpg', '4LUX8B_iej.jpg', '4LUX8B_ggs.jpg', '4LUX8B_mke.jpg']","[1, 4, 3, 2]"
GiJ47r, The tape is removed and the edges are cleaned up with nail polish remover solution.,"['GiJ47r_rik.jpg', 'GiJ47r_pag.jpg', 'GiJ47r_enl.jpg', 'GiJ47r_eej.jpg']","[2, 4, 1, 3]"
ebOfsP,"The blender shifts to the center as two women prepare ingredients, followed by a mixer remaining in place while a measuring cup filled with water enters from the right to join the mixing bowl.","['ebOfsP_cus.jpg', 'ebOfsP_xra.jpg', 'ebOfsP_dog.jpg', 'ebOfsP_atp.jpg']","[1, 2, 4, 3]"
khOnM0, One of the bikers takes a fall after he leaps over a hilly road.,"['khOnM0_ecl.jpg', 'khOnM0_rng.jpg', 'khOnM0_dad.jpg', 'khOnM0_eyr.jpg']","[4, 3, 1, 2]"
nS23yP, We see a girl run and perform a high jump and make it over the bar.,"['nS23yP_pck.jpg', 'nS23yP_awy.jpg', 'nS23yP_lzt.jpg', 'nS23yP_oxw.jpg']","[4, 1, 2, 3]"
gv3Md2,"The flames intensify and smoke rises from the twigs, creating a vigorous blaze, while a lighter moves from the bottom right towards the center, approaching the prepared fire pit.","['gv3Md2_jxq.jpg', 'gv3Md2_rib.jpg', 'gv3Md2_tft.jpg', 'gv3Md2_tyf.jpg']","[1, 2, 4, 3]"
XpLx6b, The camera pans left to watch the first man working at an oven.,"['XpLx6b_ekh.jpg', 'XpLx6b_qfo.jpg', 'XpLx6b_vys.jpg', 'XpLx6b_yxp.jpg']","[1, 3, 2, 4]"
eJnQn4,"The welder begins to work on the metal piece, then focuses on the joint as sparks fly, gradually moving closer to complete the weld.","['eJnQn4_ezv.jpg', 'eJnQn4_gkj.jpg', 'eJnQn4_isb.jpg', 'eJnQn4_luj.jpg']","[3, 2, 1, 4]"
POPUvY,"The girl begins to ski on the water, then lowers her body as she gains speed, and finally maintains her balance while gliding smoothly across the surface.","['POPUvY_ozc.jpg', 'POPUvY_uvi.jpg', 'POPUvY_dvg.jpg', 'POPUvY_vio.jpg']","[1, 2, 4, 3]"
Xh6dAJ, A bike jumps a group of people in a plaza.,"['Xh6dAJ_npy.jpg', 'Xh6dAJ_ldu.jpg', 'Xh6dAJ_fqm.jpg', 'Xh6dAJ_atb.jpg']","[2, 3, 4, 1]"
fxBjN4,"A skier moves down a snowy path, receding and shifting left as the camera tilts up, then a person clears snow from the roof of a blue car, revealing its rear as the camera tilts down slightly.","['fxBjN4_cdu.jpg', 'fxBjN4_cqf.jpg', 'fxBjN4_cxc.jpg', 'fxBjN4_zpj.jpg']","[1, 2, 3, 4]"
cF1NZm,"The athlete transitions from speaking on a volleyball court to folding clothes, while the woman exercises on a treadmill, then contact information for Fitness HQ overlays the scene with a zoom effect.","['cF1NZm_ayp.jpg', 'cF1NZm_lub.jpg', 'cF1NZm_pie.jpg', 'cF1NZm_vnt.jpg']","[2, 1, 3, 4]"
6OaHJ6, He is then given a medal.,"['6OaHJ6_twz.jpg', '6OaHJ6_ady.jpg', '6OaHJ6_ddz.jpg', '6OaHJ6_ons.jpg']","[3, 1, 2, 4]"
GD7irz,Several shots are shown of people pushing sail boats into the water as well as riding them around one another.,"['GD7irz_cgf.jpg', 'GD7irz_flf.jpg', 'GD7irz_liq.jpg', 'GD7irz_viw.jpg']","[2, 4, 3, 1]"
LXMZ0p, The guy hands the male another metal plaster holder.,"['LXMZ0p_juu.jpg', 'LXMZ0p_egz.jpg', 'LXMZ0p_wjv.jpg', 'LXMZ0p_jnz.jpg']","[3, 1, 4, 2]"
hes0uZ,"The person lies down as the technician prepares to pierce their abdomen, then moves closer to begin the procedure, followed by a close-up of the process.","['hes0uZ_djy.jpg', 'hes0uZ_ksg.jpg', 'hes0uZ_lmp.jpg', 'hes0uZ_utj.jpg']","[4, 2, 1, 3]"
G6Qzko,"The pasta transfers from a pan to a white plate, then a plate with spices is transformed into a vibrant salad as the chef's hands move away.","['G6Qzko_gvb.jpg', 'G6Qzko_seh.jpg', 'G6Qzko_veh.jpg', 'G6Qzko_xqh.jpg']","[2, 4, 3, 1]"
qzL6iK,"A person stands up from kneeling by a car jack to focus on the tire, then the scene shifts to another person applying wood finish, transitioning to a close-up of painting supplies as the camera zooms out and pans slightly right.","['qzL6iK_lfa.jpg', 'qzL6iK_rdu.jpg', 'qzL6iK_hfa.jpg', 'qzL6iK_qgc.jpg']","[3, 1, 2, 4]"
rrHP3D,"The woman applies nail polish as the camera tilts down to her nails, then an orange cloth wipes across a painted surface from right to left.","['rrHP3D_hom.jpg', 'rrHP3D_ldr.jpg', 'rrHP3D_mhs.jpg', 'rrHP3D_qtm.jpg']","[4, 2, 3, 1]"
KHifCx,  A person dressed in a red and black outfit stands in a red canoe and begins to put a piece of black equipment on.,"['KHifCx_vir.jpg', 'KHifCx_ftv.jpg', 'KHifCx_dpp.jpg', 'KHifCx_vki.jpg']","[3, 4, 1, 2]"
gqRV41, He hops all the way to the end.,"['gqRV41_xkv.jpg', 'gqRV41_rlx.jpg', 'gqRV41_inh.jpg', 'gqRV41_jof.jpg']","[2, 4, 1, 3]"
YN8yZG, He then wears an abdominal belt and lifts the weight bar again and drops it.,"['YN8yZG_jyi.jpg', 'YN8yZG_kfq.jpg', 'YN8yZG_pna.jpg', 'YN8yZG_rlg.jpg']","[3, 2, 4, 1]"
X1ASdf,"A plate with bacon is removed as a hand brings in a slice of bread; then, a tomato is placed on a sandwich, covered with another bread slice, and a knife cuts through.","['X1ASdf_ddz.jpg', 'X1ASdf_vmt.jpg', 'X1ASdf_vye.jpg', 'X1ASdf_waf.jpg']","[1, 2, 3, 4]"
GsXybM,"A brush applies shaving cream to a man's face as a woman assists, then the scene shifts to a woman sticking out her tongue as a gloved hand approaches for examination.","['GsXybM_hqe.jpg', 'GsXybM_toa.jpg', 'GsXybM_zdi.jpg', 'GsXybM_scb.jpg']","[4, 3, 2, 1]"
Y7QD3w, A dog wearing two pink casts stands on its back legs and walks with her.,"['Y7QD3w_nwg.jpg', 'Y7QD3w_oef.jpg', 'Y7QD3w_del.jpg', 'Y7QD3w_srk.jpg']","[3, 1, 2, 4]"
MLvnLh,"A man advances on the slackline away from the dock as the camera zooms in, then a person skiing on water lifts a child onto their shoulders and ascends.","['MLvnLh_kmw.jpg', 'MLvnLh_bkj.jpg', 'MLvnLh_rdb.jpg', 'MLvnLh_pui.jpg']","[3, 2, 4, 1]"
eIZFlc, The camera zooms out as the tubers pass through the rough water and end up in the calm waters of the river.,"['eIZFlc_xru.jpg', 'eIZFlc_azt.jpg', 'eIZFlc_crb.jpg', 'eIZFlc_zfe.jpg']","[1, 2, 3, 4]"
Gbla6z, The gymnast dismounts the balance beam onto the mat.,"['Gbla6z_led.jpg', 'Gbla6z_fdr.jpg', 'Gbla6z_ldu.jpg', 'Gbla6z_umm.jpg']","[3, 2, 1, 4]"
SCUJhF,"The video begins with the eHow logo, then transitions to Alison Olsen introducing herself as a flautist, followed by a close-up of her hand on the flute, and concludes with her demonstrating the instrument.","['SCUJhF_iny.jpg', 'SCUJhF_yjd.jpg', 'SCUJhF_jiu.jpg', 'SCUJhF_udb.jpg']","[2, 4, 1, 3]"
KKvX3k, The female athlete walks away.,"['KKvX3k_lra.jpg', 'KKvX3k_iuq.jpg', 'KKvX3k_vti.jpg', 'KKvX3k_wgh.jpg']","[4, 1, 3, 2]"
8oKRfV, A man is standing up in a red row boat.,"['8oKRfV_nif.jpg', '8oKRfV_lnl.jpg', '8oKRfV_xtc.jpg', '8oKRfV_qid.jpg']","[2, 3, 1, 4]"
fSNr2X, A boy in green throws the ball and the blue team runs to throw several balls back.,"['fSNr2X_abo.jpg', 'fSNr2X_dpf.jpg', 'fSNr2X_oaw.jpg', 'fSNr2X_ijl.jpg']","[2, 3, 4, 1]"
ah7Ovy,  Girl in black hits the ball to her teammate.,"['ah7Ovy_cxm.jpg', 'ah7Ovy_fpp.jpg', 'ah7Ovy_ggv.jpg', 'ah7Ovy_tur.jpg']","[3, 4, 1, 2]"
8xAdjC," man sits in a chair and a woman behind her start drying his hair, combing it and using a razor to cut her hair.","['8xAdjC_axr.jpg', '8xAdjC_tnj.jpg', '8xAdjC_cbh.jpg', '8xAdjC_gsg.jpg']","[2, 4, 1, 3]"
LFNzTz,"The individual begins in a plank position, then transitions to a side plank, raises their torso, and finally holds a more elevated side plank position.","['LFNzTz_bdr.jpg', 'LFNzTz_jnv.jpg', 'LFNzTz_nek.jpg', 'LFNzTz_wej.jpg']","[4, 3, 1, 2]"
hzzjIZ,"The paint is stirred in a bucket before a hand sands the table's edge, then a chef places a potato into a white bowl and moves to the cutting board with a pot and knives on the counter.","['hzzjIZ_etw.jpg', 'hzzjIZ_uzr.jpg', 'hzzjIZ_xyw.jpg', 'hzzjIZ_ykw.jpg']","[3, 1, 2, 4]"
VUn6Kq,"The rider glides over the water, moving slightly right and upwards with increased spray, as the camera tilts up; then, the view shifts to a water skier turning left with a jet ski approaching from behind.","['VUn6Kq_hai.jpg', 'VUn6Kq_mqt.jpg', 'VUn6Kq_pig.jpg', 'VUn6Kq_twu.jpg']","[1, 2, 3, 4]"
RQUYNx,"After,the three individuals in the front,are pulled down the slope and they begin to slide down.","['RQUYNx_kfp.jpg', 'RQUYNx_huo.jpg', 'RQUYNx_zlr.jpg', 'RQUYNx_lml.jpg']","[2, 1, 4, 3]"
9vYmaL,"The man gets up, walks back to his horse, jumps back on and the horse slowly begins to walk as the calf is trying to stand up.","['9vYmaL_uuc.jpg', '9vYmaL_qux.jpg', '9vYmaL_xwe.jpg', '9vYmaL_ydt.jpg']","[3, 4, 2, 1]"
tzFNS6,"The saxophone mouthpiece rises to the man's lips as he prepares to play, then the harmonica moves up to the person's mouth, ready for performance.","['tzFNS6_ayw.jpg', 'tzFNS6_bua.jpg', 'tzFNS6_epq.jpg', 'tzFNS6_toh.jpg']","[1, 2, 3, 4]"
lVnjkl,"The machine lowers its arm from the roof, dropping debris onto the ground, while nearby, wooden planks are lifted from the ground to an upright position against the fence by the person in the red shirt.","['lVnjkl_aau.jpg', 'lVnjkl_qmp.jpg', 'lVnjkl_whz.jpg', 'lVnjkl_vck.jpg']","[1, 2, 4, 3]"
t9wx6Q,"The person begins to play with the dog, then throws a frisbee, and the dog runs after it, moving closer before returning to the person.","['t9wx6Q_hzl.jpg', 't9wx6Q_pdz.jpg', 't9wx6Q_aiq.jpg', 't9wx6Q_hjg.jpg']","[1, 3, 4, 2]"
lAeNiz,A man is seen standing before a skateboard and begins riding.,"['lAeNiz_spp.jpg', 'lAeNiz_eyf.jpg', 'lAeNiz_dnw.jpg', 'lAeNiz_owk.jpg']","[1, 4, 2, 3]"
nTB2aT, The man rights the sailboat and continues.,"['nTB2aT_wal.jpg', 'nTB2aT_gel.jpg', 'nTB2aT_dkl.jpg', 'nTB2aT_ejp.jpg']","[1, 2, 4, 3]"
IzzRSF,"The musician leans back, moving slightly to the right as the camera zooms in, then the view shifts to a hand adjusting a bike's rear wheel, with the camera tilting down for a close-up.","['IzzRSF_dlh.jpg', 'IzzRSF_rfq.jpg', 'IzzRSF_rez.jpg', 'IzzRSF_nnf.jpg']","[1, 3, 2, 4]"
uXEHFj,"A person jumps off a trampoline, flips in the air, then lands on the ground, followed by another jump into the air, showcasing a continuous motion sequence.","['uXEHFj_bte.jpg', 'uXEHFj_rop.jpg', 'uXEHFj_stx.jpg', 'uXEHFj_zvx.jpg']","[3, 1, 2, 4]"
qpoFUD,The man in the black shirt returns and inspects the table and then steps back.,"['qpoFUD_fhv.jpg', 'qpoFUD_umj.jpg', 'qpoFUD_qvc.jpg', 'qpoFUD_lkh.jpg']","[3, 2, 1, 4]"
wcFL3R, The business details are seen before end credits for the video are shown.,"['wcFL3R_bmm.jpg', 'wcFL3R_dgt.jpg', 'wcFL3R_fjq.jpg', 'wcFL3R_pbu.jpg']","[1, 2, 3, 4]"
HZWP8Q, Another person is seen walking off a diving board and jumping into the water.,"['HZWP8Q_hgc.jpg', 'HZWP8Q_jgv.jpg', 'HZWP8Q_llw.jpg', 'HZWP8Q_utf.jpg']","[2, 4, 3, 1]"
DdhmaA,"The person begins by mixing ingredients in a bowl, then moves to using a mixer, followed by placing cookie dough onto a baking sheet, and finally credits the contributors.","['DdhmaA_ank.jpg', 'DdhmaA_kda.jpg', 'DdhmaA_xsj.jpg', 'DdhmaA_chi.jpg']","[1, 4, 2, 3]"
mZbK4m,A  man chops a large notch into a lox with an ax.,"['mZbK4m_aii.jpg', 'mZbK4m_cev.jpg', 'mZbK4m_gbh.jpg', 'mZbK4m_ylv.jpg']","[3, 2, 1, 4]"
hTNMaa,"The hand begins to chop the lettuce, then the chopped lettuce is placed into a blue bowl, followed by adding oil and lemon to the bowl.","['hTNMaa_fsn.jpg', 'hTNMaa_fwx.jpg', 'hTNMaa_zxu.jpg', 'hTNMaa_bpk.jpg']","[4, 2, 1, 3]"
HqeJGc,"The man's right hand lowers to the conga drum as his left hovers above, then the flaming hula hoop shifts right as the performer moves across the stage, twirling multiple fire props dynamically.","['HqeJGc_gts.jpg', 'HqeJGc_ihh.jpg', 'HqeJGc_khq.jpg', 'HqeJGc_oxa.jpg']","[3, 4, 2, 1]"
ttOD5s,"Two people begin to clear snow from a blue car, then one person stands nearby smiling while the other continues to scrape the windshield. Afterward, the woman turns to face the camera.","['ttOD5s_gdp.jpg', 'ttOD5s_mva.jpg', 'ttOD5s_fnt.jpg', 'ttOD5s_hbk.jpg']","[3, 1, 4, 2]"
hIvwqc,"The individual rotates counter-clockwise, pointing decisively to the right, then shifts weight to the left, moving into a forward stance with hands together.","['hIvwqc_eos.jpg', 'hIvwqc_fbp.jpg', 'hIvwqc_jfy.jpg', 'hIvwqc_mwy.jpg']","[3, 1, 4, 2]"
IyaER4, He puts shaving cream on the man's face.,"['IyaER4_yiu.jpg', 'IyaER4_tmq.jpg', 'IyaER4_auz.jpg', 'IyaER4_qud.jpg']","[3, 4, 2, 1]"
eRZVPm, Several other children in helmets on bikes ride off of a ramp.,"['eRZVPm_cub.jpg', 'eRZVPm_tqp.jpg', 'eRZVPm_eiv.jpg', 'eRZVPm_fgc.jpg']","[4, 1, 3, 2]"
ifYcWD, the man grabs a bread slice and spread butter and put them on a griddle.,"['ifYcWD_cib.jpg', 'ifYcWD_haa.jpg', 'ifYcWD_hmr.jpg', 'ifYcWD_stx.jpg']","[1, 2, 3, 4]"
wYnWJC,"The presenter stands beside a blue water droplet model, then gestures towards it while explaining its features, followed by a close-up of the droplet's internal components and sensor. Finally, an illustration highlights the infrared sensor that detects hands.","['wYnWJC_chw.jpg', 'wYnWJC_elr.jpg', 'wYnWJC_kpx.jpg', 'wYnWJC_lpu.jpg']","[1, 2, 3, 4]"
AYR8Eh, When the boy is done hitting it an adult walks towards the pinata.,"['AYR8Eh_tbh.jpg', 'AYR8Eh_eak.jpg', 'AYR8Eh_vdk.jpg', 'AYR8Eh_kdl.jpg']","[4, 2, 3, 1]"
TZCExF,"The girl in the tie-dye shirt smiles and moves closer to the camera, which zooms in slightly, before a dog in the bathtub turns away from the person washing it, as the camera lowers and moves closer.","['TZCExF_vix.jpg', 'TZCExF_meq.jpg', 'TZCExF_zzh.jpg', 'TZCExF_ifw.jpg']","[3, 2, 4, 1]"
lAScUf,"A hand holding a spray bottle and cloth approaches a chair as the camera zooms in, then a dog moves forward and lifts its front paws onto a coffee table, nearing a cup.","['lAScUf_sgj.jpg', 'lAScUf_cxt.jpg', 'lAScUf_fqy.jpg', 'lAScUf_sib.jpg']","[2, 4, 3, 1]"
jHiBK9, A man crashes and lands on the track.,"['jHiBK9_rdc.jpg', 'jHiBK9_gna.jpg', 'jHiBK9_uym.jpg', 'jHiBK9_khi.jpg']","[4, 3, 1, 2]"
GcMR5O,"The dancer rotates to the right, extending her right arm as the camera zooms in slightly, then exits while the International Summer Bellydance Festival logo fills the frame.","['GcMR5O_yzo.jpg', 'GcMR5O_ffr.jpg', 'GcMR5O_mgj.jpg', 'GcMR5O_fzq.jpg']","[2, 3, 4, 1]"
Vwwc1n,A woman is seen pushing a lawn mower across some grass while speaking to the camera.,"['Vwwc1n_drw.jpg', 'Vwwc1n_lwn.jpg', 'Vwwc1n_ovv.jpg', 'Vwwc1n_xuo.jpg']","[2, 4, 1, 3]"
N9Q1wd, The people continue playing the game and ends with several players running of the field in the end.,"['N9Q1wd_xah.jpg', 'N9Q1wd_kec.jpg', 'N9Q1wd_oav.jpg', 'N9Q1wd_fnp.jpg']","[4, 2, 3, 1]"
V6GBIH,"As the rafters paddle energetically with smiles, the camera zooms in on their joy, then tilts up and reveals the vibrant scenery as the raft moves slightly down and right through the rapids.","['V6GBIH_rlp.jpg', 'V6GBIH_xes.jpg', 'V6GBIH_ccc.jpg', 'V6GBIH_hnw.jpg']","[3, 4, 1, 2]"
gaGvWw,"The skier navigates through trees before descending a slope with others in view, then moves down the slope, approaches a wider path, and stops in line at the ski lift.","['gaGvWw_xyt.jpg', 'gaGvWw_ylb.jpg', 'gaGvWw_uzv.jpg', 'gaGvWw_llb.jpg']","[4, 3, 1, 2]"
bRa58f, One of the weightlifters successfully lifts the weight bar high up and then drops it down.,"['bRa58f_tql.jpg', 'bRa58f_oop.jpg', 'bRa58f_azc.jpg', 'bRa58f_mlw.jpg']","[4, 1, 3, 2]"
uZ0ogh, A person tries to lift an individual back into the inflated boat.,"['uZ0ogh_far.jpg', 'uZ0ogh_xww.jpg', 'uZ0ogh_wzv.jpg', 'uZ0ogh_qie.jpg']","[1, 2, 4, 3]"
6IDv6N,"The blue gift rotates upright as the top edges are secured, then the paper wrapping around the jar is gathered upward and trimmed while the camera zooms out slightly.","['6IDv6N_zkt.jpg', '6IDv6N_drn.jpg', '6IDv6N_vxm.jpg', '6IDv6N_dhl.jpg']","[1, 2, 3, 4]"
S3LvmH,"The blue wrapping paper is folded with creased edges as the hands secure the final flap down, then the blue gift is rotated upright as the hands move to secure the top edges neatly.","['S3LvmH_wgn.jpg', 'S3LvmH_qpi.jpg', 'S3LvmH_ltr.jpg', 'S3LvmH_rhi.jpg']","[2, 3, 4, 1]"
rFbQ4w,"The violin lowers to rest against the musician's side, then the bow rotates upward as the archer draws the string back, with the camera slightly panning right.","['rFbQ4w_tii.jpg', 'rFbQ4w_jhv.jpg', 'rFbQ4w_bns.jpg', 'rFbQ4w_keg.jpg']","[2, 4, 3, 1]"
38LC2n,"The woman approaches the man, who has a pumpkin on his head, then she playfully takes the pumpkin from him while he stands with his hands on his head.","['38LC2n_flf.jpg', '38LC2n_djs.jpg', '38LC2n_nsn.jpg', '38LC2n_upa.jpg']","[3, 4, 2, 1]"
qa40KV, She mixes the ingredients together and makes a bundt cake.,"['qa40KV_jwq.jpg', 'qa40KV_koq.jpg', 'qa40KV_lhm.jpg', 'qa40KV_xcw.jpg']","[2, 1, 4, 3]"
TDntJ0,"The camera zooms in on scissors cutting paper, then shifts to a hand placing a metal piece on a wooden base as a tool approaches.","['TDntJ0_hku.jpg', 'TDntJ0_rxl.jpg', 'TDntJ0_uxu.jpg', 'TDntJ0_uyf.jpg']","[3, 4, 1, 2]"
2qaoHt," Lastly, the lady pours the pasta into the sauce.","['2qaoHt_ixl.jpg', '2qaoHt_aiw.jpg', '2qaoHt_fzb.jpg', '2qaoHt_cqp.jpg']","[3, 1, 2, 4]"
t2r6LY,This baby hits the ball and falls down.,"['t2r6LY_cam.jpg', 't2r6LY_nnf.jpg', 't2r6LY_otd.jpg', 't2r6LY_qrt.jpg']","[1, 4, 3, 2]"
jjhXY1, He sticks the cone into the fire and the end of the stick begins to catch fire.,"['jjhXY1_qeo.jpg', 'jjhXY1_yzm.jpg', 'jjhXY1_skd.jpg', 'jjhXY1_tmm.jpg']","[1, 4, 2, 3]"
MEEn34, The man turn the knife to sharpen the other side and then wipe it with paper towel.,"['MEEn34_qnw.jpg', 'MEEn34_juw.jpg', 'MEEn34_ffi.jpg', 'MEEn34_ndt.jpg']","[4, 1, 2, 3]"
6RNMj8, After it's thrown we see men measuring the distance.,"['6RNMj8_uxi.jpg', '6RNMj8_xoz.jpg', '6RNMj8_gja.jpg', '6RNMj8_ofn.jpg']","[1, 4, 2, 3]"
y9RaM8, The people clean the exterior as well as interior and roll the car outside.,"['y9RaM8_uad.jpg', 'y9RaM8_pwv.jpg', 'y9RaM8_uxk.jpg', 'y9RaM8_ovr.jpg']","[4, 2, 1, 3]"
xj86gQ, The lady adds a top coat of clear polish.,"['xj86gQ_ida.jpg', 'xj86gQ_ujc.jpg', 'xj86gQ_yjt.jpg', 'xj86gQ_gtd.jpg']","[2, 3, 1, 4]"
TLkRUx, The artist wears a pair of latex gloves and begins tattooing the client's arm.,"['TLkRUx_sck.jpg', 'TLkRUx_tsl.jpg', 'TLkRUx_qyu.jpg', 'TLkRUx_snt.jpg']","[1, 2, 3, 4]"
E4uq4S,"The chef begins by squeezing mayonnaise onto bread, then moves to fry an egg, and finally layers ham and arugula onto the sandwich.","['E4uq4S_eir.jpg', 'E4uq4S_kff.jpg', 'E4uq4S_muy.jpg', 'E4uq4S_vsy.jpg']","[4, 3, 2, 1]"
EetUez, People jump off an inflated boat.,"['EetUez_ynb.jpg', 'EetUez_hwd.jpg', 'EetUez_jzp.jpg', 'EetUez_fuf.jpg']","[2, 3, 1, 4]"
xqCNbJ,"The box rotates upright, fully wrapped in red paper, as the camera zooms in slightly; then a drink is lifted from the counter, raised upward as the person reaches up to a cabinet.","['xqCNbJ_gek.jpg', 'xqCNbJ_irc.jpg', 'xqCNbJ_jdt.jpg', 'xqCNbJ_ksh.jpg']","[2, 3, 1, 4]"
AMn64w,Two lines of young men are walking side by side down a road.,"['AMn64w_jgy.jpg', 'AMn64w_ymt.jpg', 'AMn64w_xvm.jpg', 'AMn64w_cgy.jpg']","[4, 3, 1, 2]"
iZuJCS,"The player raises the cue stick to strike the white ball, then the blue ball moves towards the yellow ball, and finally, the blue ball nudges the yellow ball.","['iZuJCS_fhp.jpg', 'iZuJCS_sku.jpg', 'iZuJCS_lou.jpg', 'iZuJCS_bhs.jpg']","[2, 1, 4, 3]"
mfkf83,"The dancer exits as the festival logo fills the frame; stage lights fade, and the camera zooms in on the seated performer and band.","['mfkf83_tah.jpg', 'mfkf83_ulz.jpg', 'mfkf83_jey.jpg', 'mfkf83_jke.jpg']","[2, 4, 1, 3]"
6JZShr, Suddenly a girl runs on a lower dining board and jumps in the swimming pool.,"['6JZShr_nok.jpg', '6JZShr_jse.jpg', '6JZShr_uyx.jpg', '6JZShr_ohh.jpg']","[4, 1, 3, 2]"
